
_scolum,Column A contains the first syllables of three words.,Столбец A содержит первые слоги из трех слов.,Spalte A enthält die ersten Silben von drei Wörtern.,La columna a contiene las primeras sílabas de tres palabras.,La colonne A contient les premières syllabes de trois mots.
_scbcts,"Column ""B"" contains the second syllables of three words.",Столбец B содержит вторые слоги из трех слов.,Spalte B enthält die zweiten Silben von drei Wörtern.,La columna B contiene las segundas sílabas de tres palabras.,La colonne B contient les deuxièmes syllabes de trois mots.
_sctsbb,Complete the sentence below by typing in the missing word.,"Заполните приведенное ниже предложение, введя недостающее слово.","Vervollständigen Sie den nachfolgenden Satz, indem Sie das fehlende Wort eingeben.",Complete la frase siguiente escribiendo la palabra que falta.,Complétez la phrase ci-dessous en tapant le mot manquant.
_scwamu,"Compound words are made ""up"" of two one syllable words.",Составные слова составляют 2 1 слоговых слов.,Zusammengesetzte Wörter bestehen aus 2 1 Silben Wörtern.,Las palabras compuestas se componen de 2 1 palabras de sílaba.,Les mots composés sont constitués de 2 1 syllabes.
_scompo,Compound words are words in which two one syllable words are joined together to make one word.,"Составные слова — это слова, в которых 2 1 слоговых слов объединяются, чтобы сделать одно слово.","Zusammengesetzte Wörter sind Wörter, in denen 2 1 Silben Wörter zusammengefügt werden, um ein Wort zu bilden.",Las palabras compuestas son palabras en las que las palabras de sílaba 2 1 se unen para hacer una palabra.,Les mots composés sont des mots dans lesquels 2 1 mots de syllabe sont réunis pour faire un mot.
_scwhto,Compound words have two one syllable words which are joined together to make one word.,"Составные слова имеют 2 1 слоговых слов, которые объединились, чтобы сделать одно слово.","Zusammengesetzte Wörter haben 2 1 Silben Wörter, die zusammengefügt werden, um ein Wort zu bilden.",Las palabras compuestas tienen 2 1 palabras de sílaba que se unen para hacer una sola palabra.,Mots composés ont 2 1 Mots syllabe qui sont réunis pour faire un mot.
_scw1,compound words.,составные слова.,zusammengesetzte Wörter.,palabras compuestas.,des mots composés.
_wcongra,Congratulations!,Поздравляю!,Herzlichen Glückwunsch!,Felicitaciones!,Félicitations!
_scdatc,Consonant digraphs are two consonants that weld together to make a new sound.,"Согласные с двумя согласными, которые объединяются для создания нового звука.","Konsonanten sind zwei Konsonanten, die zusammen Schweißen, um einen neuen Klang zu bilden.",Las digrafías consonantes son dos consonantes que sueldan juntas para hacer un nuevo sonido.,Les digrammes consonnes sont deux consonnes qui soudent ensemble pour faire un nouveau son.
_scd,consonant digraphs.,созвучные расграфы.,Konsonanten.,digramas de consonantes.,des digrammes consonnes.
_scarto,Consonants are all the other letters that are not vowels.,"Согласные-это все остальные буквы, которые не являются гласными.","Konsonanten sind alle anderen Buchstaben, die keine Vokale sind.",Las consonantes son todas las otras letras que no son vocales.,Les consonnes sont toutes les autres lettres qui ne sont pas des voyelles.
_scaoby,"Consonants are obstructed by your teeth, (""ch""- cheese), your mouth, (""th"" -these), or your lips, (""p"" - pig).","Согласные с вашими зубами, (CH-сыр), твоим ртом, (т. е.) или вашими губами, (p-свинью).","Die Konsonanten werden durch ihre Zähne, (CH-Käse), ihren Mund, (Th-diese) oder Ihre Lippen (p-Schwein) behindert.","Las consonantes son obstruidas por tus dientes, (CH-Cheese), tu boca, (TH-estos), o tus labios, (p-Pig).","Les consonnes sont obstruées par vos dents, (ch-fromage), votre bouche, (Th-these), ou vos lèvres, (p-cochon)."
_sdeipt,Data error in sound pronunciation table. Call vendor.,Ошибка данных в таблице звукового произношения. Позвонить поставщику.,Daten-Fehler in der Sound Aussprache-Tabelle. Verkäufer anrufen.,Error de datos en la tabla de Pronunciación de sonido. Llame a un vendedor.,Erreur de données dans la table de prononciation sonore. Appelez le vendeur.
_wdelay5,"delay .""5"" second",задержка. 5 секунд,Verzögerung. 5 Sekunden,demora. 5 segundos,retard. 5 secondes
_wdelay1,"delay ""1"".""0"" second","задержка 1,0 секунды","Verzögerung 1,0 Sekunden","demora 1,0 segundos","Delay 1,0 seconde"
_wdelay2,"delay ""2"".""0"" seconds","задержка 2,0 секунд","Verzögerung 2,0 Sekunden","demora 2,0 segundos","Delay 2,0 seconds"
_sdotctf,"Depending on the consonant that follows the letters ""al"", the letter ""a"" will make the sound of double dotted ""a"".","В зависимости от согласных, которые соответствуют буквам Al, буква a сделает звук двойной пунктирной.","Abhängig vom Konsonanten, der den Buchstaben Al folgt, wird der Buchstabe a den Klang doppelter gepunktete a bilden.","Dependiendo de la consonante que sigue las letras al, la letra a hará el sonido de doble punteado a.","Selon la consonne qui suit les lettres al, la lettre a fera le son de double pointillé a."
_ldge,"""dge"" (the letters)",Дже (буквы),DGE (die Buchstaben),DGE (las letras),DGE (les lettres)
_sdyhts,Did you hear the sound made by the letter “c” in the word “ceiling”?,"Вы слышали звук, сделанный буквой с в слове верхний предел?","Hörten Sie den Klang, der durch den Buchstaben c im Wort Decke gebildet wurde?",¿escuchó el sonido hecho por la letra c en la palabra techo?,Avez-vous entendu le son fait par la lettre c dans le mot plafond?
_sdivid,Divide that word into syllables.,Разделите это слово на слоги.,Teilen Sie dieses Wort in Silben.,Divida esa palabra en sílabas.,Diviser ce mot en syllabes.
_sdtwbt2,Divide the syllables between the consonant and the last vowel.,Разделить слоги между согласными и последними гласными.,Dividieren Sie die Silben zwischen dem Konsonanten und dem letzten Vokal.,Divida las sílabas entre la consonante y la vocal pasada.,Diviser les syllabes entre la consonne et la dernière voyelle.
_sdtwbt,Divide the syllables between two or more consonants which fall between two vowels.,"Разделите слоги между двумя или более согласными, которые делятся между двумя гласными.","Dividieren Sie die Silben zwischen zwei oder mehr Konsonanten, die zwischen zwei Vokale fallen.",Divida las sílabas entre dos o más consonantes que caen entre dos vocales.,Diviser les syllabes entre deux ou plusieurs consonnes qui tombent entre deux voyelles.
_sdtwis,Divide the word into syllables.,Разделить слово на слоги.,Teilen Sie das Wort in Silben.,Divida la palabra en sílabas.,Diviser le mot en syllabes.
_sdytts,Do you think they sound the same?,"Думаешь, они звучат одинаково?","Glaubst du, Sie klingen das gleiche?",¿Crees que suenen igual?,Pensez-vous qu'ils sonnent la même chose?
_sdywte,Do you want to exit?,Вы хотите выйти?,Möchtest du aussteigen?,¿desea salir?,Voulez-vous quitter?
_sdylss1,Do your letter sounds sound like mine?,Ваше письмо звучит как мой?,Hört Ihr Brief klingt wie meine?,¿tu carta suena como la mía?,Votre lettre sonne comme la mienne?
_sdoest,"Does the ""e"" make a sound?",У меня есть звук?,Macht das e einen Klang?,¿el e hace un sonido?,Est-ce que l'e fait un son?
_sdyass,"Does your ""a"" sound sound like mine?","Ты звук, как мой?",Bist du ein Klang wie meiner?,¿eres un sonido como el mío?,Vous êtes un son comme le mien?
_sdwas,"Don'""t"" worry about spelling it correctly.",Не беспокойтесь о правильном написании.,Machen Sie sich keine Sorgen über Rechtschreibung richtig.,No te preocupes por deletrearlo correctamente.,Ne vous inquiétez pas de l'épeler correctement.
_lddi,"Double dotted ""i"" (the letters).",Двойная пунктирная линия i (буквы).,Doppelt gepunktete i (die Buchstaben).,Doble punteado i (las letras).,Double pointillé i (les lettres).
_lddo,"Double Dotted ""O""",Двойная пунктирная O,Doppelte gepunktete O,Doble punteado O,Double pointillé O
_lddy,double dotted Y,двойная пунктирная Y,doppelt gepunktete Y,doble punteado Y,double pointillé Y
_ldr,"""dr"" (the letters)",д-р (письма),Dr (die Buchstaben),Dr (las letras),Dr (les lettres)
_lea,"""ea"" (the letters)",EA (буквы),EA (die Buchstaben),EA (las letras),EA (les lettres)
_sea1,"""ea1"" (the sounds - EAT)",еа1 (звуки-едят),EA1 (die Klänge-EAT),EA1 (los sonidos-comen),EA1 (les sons-EAT)
_sea2,"""ea2"" (the sounds - HEAD)",еа2 (звуки-голова),EA2 (The Sounds-Head),EA2 (la cabeza de los sonidos),EA2 (The Sounds-Head)
_sea3,"""ea3"" (the sounds - STEAK)",еа3 (звуки-стейк),EA3 (The Sounds-Steak),ea3 (los sonidos-filete),EA3 (les sons-steak)
_selmio,Each letter makes its own sound.,Каждая буква делает свой собственный звук.,Jeder Brief macht seinen eigenen Klang.,Cada letra hace su propio sonido.,Chaque lettre fait son propre son.
_seswha,Each sound will have a keyword to help you remember it.,"Каждый звук будет иметь ключевое слово, помогающее запомнить его.","Jeder Klang wird ein Stichwort haben, um Sie daran zu erinnern.",Cada sonido tendrá una palabra clave para ayudarle a recordarlo.,Chaque son aura un mot-clé pour vous aider à vous en souvenir.
_seusha,Each unique sound has a keyword associated with it.,Каждый уникальный звук имеет связанное с ним ключевое слово.,Jeder eindeutige Klang hat ein Schlüsselwort zugeordnet.,Cada sonido único tiene una palabra clave asociada a ella.,Chaque son unique a un mot-clé qui lui est associé.
_sevmmd,Each vowel makes many different sounds.,Каждая гласная имеет много разных звуков.,Jeder Vokal macht viele verschiedene Klänge.,Cada vocal hace muchos sonidos diferentes.,Chaque voyelle fait beaucoup de sons différents.
_lear,ear (the letters),ухо (буквы),Ohr (die Buchstaben),oreja (las letras),oreille (les lettres)
_led,"""ed"" (the letters)",Эд (буквы),Ed (die Buchstaben),Ed (las letras),Ed (les lettres)
_sedd,"""edd"" (the sound of /""d""/)",ЕДД (звук/д/),EDD (The Sound of/d/),EDD (el sonido de/),EDD (le son de/d/)
_sedt,"""edt"" (the sound of /""t""/)",EDT (звук/т/),EDT (der Klang des/t/),EDT (el sonido de/),EDT (le son de/)
_lee,"""ee"" (the letters)",ee (буквы),EE (die Buchstaben),EE (las letras),EE (les lettres)
_see,"""ee"" (the sounds)",ee (звуки),EE (die Klänge),EE (los sonidos),EE (les sons)
_lei,"""ei"" (the letters)",МАП (письма),Ei (die Buchstaben),EI (las letras),EI (les lettres)
_leigh,"""eigh"" (the letters)",еигх (буквы),Eigh (die Buchstaben),eigh (las letras),... (les lettres)
_seigh,"""eigh"" (the sounds)",еигх (звуки),Eigh (die Klänge),eigh (los sonidos),... (les sons)
_see2,"eighteen, eighteenth",Восемнадцать,"achtzehn, achtzehnten","dieciocho, decimoctavo","dix-huit, dix-huitième"
_see1,"eleven, eleventh",Одиннадцать,"Elf, elfte","once, undécimo","onze, onzième"
_seisrw,Employ is the root word.,Использование — это корневое слово.,Beschäftigen ist das Wurzel-Wort.,Emplear es la palabra raíz.,Employer est le mot racine.
_len,"""en"" (the letters).",EN (буквы).,en (die Buchstaben).,en (las letras).,fr (les lettres).
_leng,"""eng"" (the letters)",(буквы),deu (die Buchstaben),ENG (las letras),eng (les lettres)
_seng,"""eng"" (the sound)",(звук),deu (der Klang),ENG (el sonido),eng (le son)
_lenk,"""enk"" (the letters)",ЕНК (буквы),ENK (die Buchstaben),Enk (las letras),ENK (les lettres)
_senk,"""enk"" (the sound)",ЕНК (звук),ENK (der Klang),Enk (el sonido),ENK (le son)
_seyiya,"Enter ""Y"" if yes, and ""N"" if ""no"".","Введите Y, если да, и N, если нет.","Geben Sie Y, wenn ja, und N, wenn Nein.","Introduzca y si sí, y n si no.","Entrez Y si oui, et N si non."
_seatlit,"Enter all of the letters in the ""r-controlled"" syllable.",Введите все буквы в слоге под управлением r.,Geben Sie alle Buchstaben in die r-kontrollierte Silbe ein.,Escriba todas las letras de la sílaba controlada por r.,Entrez toutes les lettres dans la syllabe r-contrôlée.
_seaotli,"Enter all of the letters in the syllable that contains the letter ""c"".","Введите все буквы в слоге, содержащем букву c.","Geben Sie alle Buchstaben in der Silbe ein, die den Buchstaben c enthält.",Introduzca todas las letras de la sílaba que contiene la letra c.,Saisissez toutes les lettres de la syllabe contenant la lettre c.
_seaotl,"Enter all of the letters in the syllable that contains the letter ""g"".","Введите все буквы в слоге, содержащие букву g.","Geben Sie alle Buchstaben in der Silbe ein, die den Buchstaben g enthält.",Introduzca todas las letras de la sílaba que contiene la letra g.,Saisissez toutes les lettres de la syllabe qui contient la lettre g.
_setbww,"Enter the base word without the added ""s"".",Введите базовое слово без добавления s.,Geben Sie das Basis-Wort ohne die hinzugefügten s ein.,Introduzca la palabra base sin el valor añadido s.,Entrez le mot de base sans l'ajout de s.
_setkft,Enter the keyword for that sound.,Введите ключевое слово для этого звука.,Geben Sie das Schlüsselwort für diesen Sound ein.,Escriba la palabra clave para ese sonido.,Saisissez le mot-clé pour ce son.
_setlei,"Enter the letter ""E"" if you think the vowel is ""E"".","Введите букву e, если вы считаете, что гласный-е.","Geben Sie den Buchstaben e ein, wenn Sie denken, dass der Vokal e ist.",Escriba la letra e si cree que la vocal es e.,Entrez la lettre e si vous pensez que la voyelle est e.
_setlii,"Enter the letter ""I"" if you think the vowel is ""I"".","Введите букву i, если вы считаете, что гласный-это я.","Geben Sie den Buchstaben i, wenn Sie denken, der Vokal ist i.",Escriba la letra i si cree que la vocal es i.,Entrez la lettre i si vous pensez que la voyelle est i.
_setlsit,"Enter the letter ""s"" if the vowel is short, or ""l"", if the vowel is long.","Введите букву s, если гласный короче, или l, если гласный длинный.","Geben Sie den Buchstaben s ein, wenn der Vokal kurz oder l ist, wenn der Vokal lang ist.","Ingrese la letra s si la vocal es corta, o l, si la vocal es larga.","Entrez la lettre s si la voyelle est courte, ou l, si la voyelle est longue."
_setlft,Enter the letter for that sound.,Введите букву для этого звука.,Geben Sie den Buchstaben für diesen Klang ein.,Escriba la letra para ese sonido.,Entrez la lettre pour ce son.
_setlft1,Enter the letter for the sound...,Введите букву для звука...,Geben Sie den Buchstaben für den Klang ein ...,Ingrese la letra para el sonido ...,Entrez la lettre pour le son ...
_setlotv,Enter the letter of the vowel sound for the word...,Введите букву гласного звука для слова...,Geben Sie den Buchstaben des Vokal-Sounds für das Wort ein ...,Ingrese la letra del sonido vocal para la palabra ...,Entrez la lettre du son de voyelle pour le mot ...
_setlot,Enter the letters for the digraph in the word...,Введите буквы для графа в слове...,Geben Sie die Buchstaben für das Digraph im Wort ...,Escriba las letras para el digrama en la palabra ...,Entrez les lettres pour le Digraphe dans le mot ...
_setlot5,Enter the letters of the long vowel sounds for the word...,Введите буквы длинных гласных звуков для слова...,Geben Sie die Buchstaben des langen Vokal-Sounds für das Wort ...,Escriba las letras de los sonidos largos de la vocal para la palabra ...,Entrez les lettres des longs sons de voyelles pour le mot ...
_setlo12,Enter the letters of the suffix in the word...(word),Введите буквы суффикса в слове... Word),Geben Sie die Buchstaben des Suffixes in das Wort ... Word),Introduzca las letras del sufijo en la palabra ... palabra),Entrez les lettres du suffixe dans le mot ... mot)
_setlot4,Enter the letters of the three letter blend for the word...,Введите буквы трех букв для слова...,Geben Sie die Buchstaben der drei Buchstaben Blend für das Wort ...,Introduzca las letras de la mezcla de tres letras para la palabra ...,Entrez les lettres de la lettre de mélange de trois pour le mot ...
_setlot3,Enter the letters of the vowel sound for the word...,Введите буквы гласного звука для слова...,Geben Sie die Buchstaben des Vokal-Sounds für das Wort ...,Introduzca las letras del sonido vocal para la palabra ...,Entrez les lettres du son de voyelle pour le mot ...
_setlot2,Enter the letters of the vowel team in the word...,Введите буквы «гласные» в словах...,Geben Sie die Buchstaben des Vokal-Teams in das Wort ...,Ingrese las letras del equipo vocal en la palabra ...,Entrez les lettres de l'équipe de voyelle dans le mot ...
_setlot6,"Enter the letters of the vowel team in this word that make the sound...(""SkillWave"").","Введите в это слово письма, которые делают звук... (скиллваве).","Geben Sie in diesem Wort die Buchstaben des Vokal-Teams ein, die den Klang machen ... (SkillWave).",Introduce las letras del equipo vocal en esta palabra que hacen el sonido ... (SkillWave).,Entrez les lettres de l'équipe de voyelles dans ce mot qui font le son ... (SkillWave).
_setlot1,Enter the letters of the vowel team.,Введите буквы в группе гласных.,Geben Sie die Buchstaben des Vokal-Teams ein.,Escriba las letras del equipo vocal.,Saisissez les lettres de l'équipe de voyelles.
_setlotw,Enter the letters of the word family in the word (word).,Введите буквы слова «семейство слов» в слово (Word).,Geben Sie im Wort (Word) die Buchstaben der Wort-Familie ein.,Escriba las letras de la palabra familia en la palabra (Word).,Saisissez les lettres de la famille Word dans le mot (Word).
_setmli,Enter the missing letter in the correct alphabetical order.,Введите недостающее письмо в правильном алфавитном порядке.,Geben Sie den fehlenden Buchstaben in der korrekten alphabetischen Reihenfolge ein.,Introduzca la letra que falta en el orden alfabético correcto.,Saisissez la lettre manquante dans l'ordre alphabétique correct.
_setnos,Enter the number of syllables that you hear in the word...(word),"Введите число слогов, которые вы услышите в слове... Word)","Geben Sie die Anzahl der Silben ein, die Sie im Wort hören ... Word)",Introduce el número de sílabas que oyes en la palabra ... palabra),Entrez le nombre de syllabes que vous entendez dans le mot ... mot)
_setvsf,Enter the vowel sound for the word...,Введите гласный звук для слова...,Geben Sie den Vokal für das Wort ...,Ingrese el sonido vocal para la palabra ...,Entrez le son de voyelle pour le mot ...
_setwwi,"Enter the ""W"" with its controlled letters for the word (word).",Введите W с контролируемыми буквами для слова (Word).,Geben Sie die W mit ihren kontrollierten Buchstaben für das Wort (Wort) ein.,Ingrese el W con sus letras controladas para la palabra (Word).,Entrez le W avec ses lettres contrôlées pour le mot (Word).
_lerr,err (the letters),Ошибка (буквы),Err (die Buchstaben),ERR (las letras),Err (les lettres)
_les,"""es"" (the letters)",ES (буквы),es (die Buchstaben),es (las letras),es (les lettres)
_lest,"""est"" (the letters)",EST (буквы),EST (die Buchstaben),EST (las letras),est (les lettres)
_leu,"""eu"" (the letters)",ЕС (буквы),EU (die Buchstaben),EU (las letras),UE (les lettres)
_lew,"""ew"" (the letters)",Фу (буквы),EW (die Buchstaben),EW (las letras),EW (les lettres)
_ley,"""ey"" (the letters)",(буквы),EY (die Buchstaben),EY (las letras),EY (les lettres)
_sff1,"fifteen, fifteenth","пятнадцать, пятнадцатый","fünfzehn, 15.","quince, decimoquinto","quinze, quinzième"
_sfitbwa,Fill in the blanks with a word from the story.,Заполните пробелы словом из статьи.,Füllen Sie die Leerzeichen mit einem Wort aus der Geschichte.,Rellena los espacios en blanco con una palabra de la historia.,Remplissez les blancs avec un mot de l'histoire.
_sflait,"""fl"", as in the word flap","FL, как в слове откидная","FL, wie in der Word-Klappe","FL, como en la palabra flap","FL, comme dans le mot Rabat"
_sfetaf,"For example ""TAF"" is not a word, but you can blend the three sounds /t/ /a/ /""f""/ to make a nonsense word.","Например, ТАФ не является словом, но можно смешать три звуки/т//а//ф/, чтобы сделать глупое слово.","Zum Beispiel ist TAF kein Wort, aber Sie können die drei Töne/t//a//, um ein Unsinn Wort zu bilden.","Por ejemplo TAF no es una palabra, pero se puede mezclar los tres sonidos///para hacer una palabra sin sentido.","Par exemple TAF n'est pas un mot, mais vous pouvez mélanger les trois sons//a//f/pour faire un mot non-sens."
_sfetit,"For example, ""t"" is the first letter of the word ""top""","Например, t — первая буква слова Top",Beispielsweise ist t der erste Buchstabe des Wortes Top,"Por ejemplo, t es la primera letra de la palabra Top","Par exemple, t est la première lettre du mot Top"
_sforex,"For example, I will say object -- What type of syllable is the first syllable in the word object?","Например, я скажу Object-какой тип слога является первым слогом в объекте Word?","Zum Beispiel, ich werde sagen, Objekt-welche Art von Silbe ist die erste Silbe im Word-Objekt?","Por ejemplo, voy a decir objeto-¿qué tipo de sílaba es la primera sílaba en el objeto Word?","Par exemple, je vais dire objet-quel type de syllabe est la première syllabe dans l'objet Word?"
_sfeitw,"For example, in the word ""these"", the ""th"" is obstructed by your teeth,","Например, в слове это мешает твои зубы,","Zum Beispiel, im Wort diese, die Th wird durch die Zähne behindert,","Por ejemplo, en la palabra estos, el TH es obstruido por los dientes,","Par exemple, dans le mot ceux-ci, le TH est obstrué par vos dents,"
_sfetot,"For example, think of the name Tom and the sounds you hear in it.","Например, подумайте об имени тома и звуков, которые вы слышите.","Denken Sie zum Beispiel an den Namen Tom und die Sounds, die Sie darin hören.","Por ejemplo, piensa en el nombre de Tom y los sonidos que oyes en él.","Par exemple, pensez au nom Tom et aux sons que vous entendez."
_sfetot1,"For example, think of the word top and the sounds you hear in it.","Например, подумайте над словом Top и звуком, который вы слышите.","Denken Sie beispielsweise an das Wort Top und die Sounds, die Sie darin hören.","Por ejemplo, piensa en la palabra top y en los sonidos que oyes en él.","Par exemple, pensez au mot Top et aux sons que vous entendez."
_sfec,For example: contest,Например: конкурс,Zum Beispiel: Contest,Por ejemplo: concurso,Par exemple: concours
_sfeds,"For example: ""da"" ""so"" = soda",Например: Da так = содовая,Zum Beispiel: da so = Soda,Por ejemplo: da so = soda,Par exemple: da so = Soda
_sfeff,"For example: fifty = ""fif"" ty",Например: 50 = ФИФ Ty,Beispiel: 50 = FIF Ty,Por ejemplo: 50 = FIF Ty,Par exemple: 50 = FIF Ty
_sfer,"For example: reruns = ""re"" runs",Например: повторы = выполнение,Beispiel: Wiederholungen = Re läuft,Por ejemplo: repeticiones = re ejecuciones,Par exemple: rediffusions = re runs
_sfer1,For example: restive = rest ive,Например: REST = отдых,Zum Beispiel: restive = Rest Ive,Por ejemplo: restic = Rest Ive,Par exemple: restive = repos Ive
_sfev,"For example: volcanic = ""vol"" can ic",Например: вулканическая = Vol может,Zum Beispiel: vulkanische = Vol can IC,Por ejemplo: volcánico = Vol Can IC,Par exemple: volcanique = vol CAN IC
_sfmnat,"For most numbers after three, you will add the letters ""th"" when referring to the next consecutive count of something.","Для большинства чисел после трех, вы добавите буквы th, ссылающиеся на следующее число подряд.","Für die meisten Zahlen nach drei, werden Sie die Buchstaben Th hinzufügen, wenn Sie auf die nächste fortlaufende Zählung von etwas verweisen.","Para la mayoría de los números después de tres, se añadirán las letras TH cuando se refieran a la siguiente cuenta consecutiva de algo.","Pour la plupart des nombres après trois, vous ajouterez les lettres th en se référant au prochain comptage consécutif de quelque chose."
_sftw,For the word...,Для слова...,Für das Wort ...,Para la palabra ...,Pour le mot ...
_sff,"fourteen, fourteenth",Четырнадцать,14.14.,"catorce, catorce","quatorze, quatorzième"
_lful,"""ful"" (the letters)",полно (буквы),Ges (die Buchstaben),FUL (las letras),utile (les lettres)
_sg,"""g"" (hard G sound)",g (жесткий диск g),g (Hard g Sound),g (sonido duro de g),g (son g dur)
g,"""g"" (the letter).",g (письмо).,g (Buchstabe).,g (la letra).,g (la lettre).
_lgh,"""gh"" (the letters)",(буквы),GH (die Buchstaben),GH (las letras),GH (les lettres)
_lgn,"""gn"" (the letters)",GN (буквы),GN (die Buchstaben),GN (las letras),GN (les lettres)
_sgwbil,"Good work, but I'""d"" like to hear the ""a"" sound once again.","Хорошая работа, но я хотел бы снова услышать звук.","Gute Arbeit, aber ich möchte den Klang noch einmal hören.","Buen trabajo, pero me gustaría escuchar el sonido una vez más.","Bon travail, mais j'aimerais entendre le son une fois de plus."
_shasns,Here are some new sight words for you to memorize.,"Вот некоторые новые слова для вас, чтобы запомнить.",Hier sind einige neue Augen Worte für Sie zu merken.,Aquí están algunas nuevas palabras de la vista para que usted memorice.,Voici quelques nouveaux mots de vue pour vous de mémoriser.
_shiasr,Here is a simple rule for you to remember.,"Вот простое правило, которое вы помните.",Hier ist eine einfache Regel für Sie zu merken.,Aquí hay una regla simple para que usted recuerde.,Voici une règle simple à retenir.
_shotfv,hooks onto the first vowel to form a closed syllable.,"крюк на первый гласный, чтобы сформировать закрытый слог.","Haken auf den ersten Vokal, um eine geschlossene Silbe zu bilden.",ganchos en la primera vocal para formar una sílaba cerrada.,crochets sur la première voyelle pour former une syllabe fermée.
_showis,"How is the word ""into"" different from the word ""in""?",Как это слово отличается от слова в?,Wie ist das Wort in anders als das Wort in?,¿Cómo es la palabra en diferente de la palabra pulg?,En quoi le mot est-il différent du mot?
_shmldy,How many letters do you see?,Сколько писем ты видишь?,Wieviele Briefe siehst du?,¿cuántas cartas ves?,Combien de lettres voyez-vous?
_shmsdy1,How many sounds did you hear?,Как много звуков вы слышали?,Wieviele Töne hast du gehört?,¿Cuántos sonidos has oído?,Combien de sons avez-vous entendu?
_shmsdy,How many sounds did you say.,Как много звуков вы сказали.,Wie viele Töne haben Sie gesagt.,¿Cuántos sonidos has dicho?,Combien de sons avez-vous dit.
_shmsd3,How many sounds do you hear in the first syllable?,Сколько звуков вы слышите на первом слоге?,Wie viele Töne hörst du in der ersten Silbe?,¿Cuántos sonidos oyes en la primera sílaba?,Combien de sons entendez-vous dans la première syllabe?
_shmsd2,How many sounds do you hear in the second syllable?,Сколько звуков вы слышите во втором слоге?,Wie viele Töne hörst du in der zweiten Silbe?,¿Cuántos sonidos oyes en la segunda sílaba?,Combien de sons entendez-vous dans la deuxième syllabe?
_shmsd,How many sounds do you hear?,Как много звуков вы слышите?,Wie viele Töne hörst du?,¿Cuántos sonidos oyes?,Combien de sons entendez-vous?
_shmsa,How many syllables are in this word?,Сколько слогов в этом слове?,Wieviele Silben sind in diesem Wort?,¿Cuántas sílabas hay en esta palabra?,Combien de syllabes sont dans ce mot?
_shiyst,"However, if you say the vowel team ""ei"" using a long ""e"" sound, you get the nonsense word ""cleent"".","Однако, если вы скажете, что гласная команда МАП использует длинный электронный звук, вы получите глупое слово Клинт.","Allerdings, wenn Sie sagen, das Vokal Ei mit einem langen e-Sound, erhalten Sie das Unsinn Wort cleent.","Sin embargo, si usted dice que el equipo vocal de la IE usando un sonido de e largo, usted consigue la palabra absurda cleent.","Cependant, si vous dites que l'AE de l'équipe de voyelles en utilisant un son long e, vous obtenez le mot non-sens cleent."
_sasmt1,I am going to say two words.,Я собираюсь сказать два слова.,Ich werde zwei Worte sagen.,Voy a decir dos palabras.,Je vais dire deux mots.
_sihkto,I have kept the ones you have already completed.,"Я сохранила те, которые вы уже закончили.","Ich habe die behalten, die Sie bereits abgeschlossen haben.",He guardado los que ya has completado.,J'ai gardé ceux que vous avez déjà terminé.
_siwbit,I will beep if the letter you type is wrong.,"Если буква, вводимая вами, неверна.","Ich werde Beep, wenn der Brief, den Sie eingeben, falsch ist.",Voy a pitar si la letra que escribes es incorrecta.,Je vais bip si la lettre que vous tapez est erronée.
_siwbit1,I will beep if you choose the wrong second syllable.,"Я поговорю, если ты выбрал неправильный второй слог.","Ich werde Beep, wenn Sie die falsche zweite Silbe wählen.",Voy a pitar si usted elige la segunda sílaba incorrecta.,Je vais bip si vous choisissez la mauvaise deuxième syllabe.
_siwgyf,I will give you four groups of three.,Я дам вам четыре группы из трёх.,Ich gebe Ihnen vier Gruppen von drei.,Les daré cuatro grupos de tres.,Je vais vous donner quatre groupes de trois.
_siwsab,I will say a blend.,Я скажу вам смесь.,"Ich werde sagen, eine Mischung.",Voy a decir una mezcla.,Je vais dire un mélange.
_siwsan,I will say a nonsense word.,Я скажу глупое слово.,"Ich werde sagen, ein Unsinn Wort.",Diré una palabra sin sentido.,Je vais dire un mot absurde.
_siwsap,I will say a phrase.,Я скажу вам фразу.,Ich werde einen Satz sagen.,Voy a decir una frase.,Je vais dire une phrase.
_siwsas1,I will say a sentence.,Я скажу вам предложение.,Ich werde einen Satz sagen.,Voy a decir una frase.,Je vais dire une phrase.
_siwsas,I will say a sound.,Я скажу звук.,Ich werde einen Klang sagen.,Voy a decir un sonido.,Je vais dire un bruit.
_siwsaw1,I will say a word and I will say a sound.,"Я скажу слово, и я скажу, как звучит.","Ich werde ein Wort sagen, und ich werde einen Klang sagen.",Voy a decir una palabra y voy a decir un sonido.,Je vais dire un mot et je dirai un son.
_siwsaw3,I will say a word and show it on the screen.,Я скажу слово и покажу на экране.,Ich werde ein Wort sagen und es auf dem Bildschirm zeigen.,Voy a decir una palabra y mostrarlo en la pantalla.,Je vais dire un mot et le montrer à l'écran.
_siwsaw2,I will say a word or a nonsense word.,Я скажу слово или глупое слово.,"Ich werde sagen, ein Wort oder ein Unsinn Wort.",Voy a decir una palabra o una palabra sin sentido.,Je vais dire un mot ou un mot absurde.
_siwsaw,I will say a word.,Я скажу вам слово.,Ich werde ein Wort sagen.,Voy a decir una palabra.,Je vais dire un mot.
_siwsts,I will say the sound of a blend.,"Я скажу, что звучит смесь.","Ich werde sagen, der Klang einer Mischung.",Voy a decir el sonido de una mezcla.,Je vais dire le son d'un mélange.
